Temp,Humidity,dB,Hz,Hive
18.06,71.93,38.72,127.25,Treatment 3
17.25,73.41,38.7,133.06,Treatment 3
16.44,73.61,38.72,135,Treatment 3
13.96,77.69,38.72,133.57,Treatment 3
11.5,81.59,38.68,135.02,Treatment 3
10.62,84.61,38.69,130.86,Treatment 3
10.27,84.04,38.65,123.97,Treatment 3
10.15,83.95,38.64,134.38,Treatment 3
9.88,83.24,38.66,130.3,Treatment 3
9.66,82.71,38.63,132.1,Treatment 3
9.42,81.66,38.66,127.14,Treatment 3
9.17,81.28,38.69,142.51,Treatment 3
8.97,80.96,38.66,134.19,Treatment 3
8.66,80.3,38.6,135.37,Treatment 3
8.52,80.25,38.64,134.16,Treatment 3
8.32,80.07,38.63,121.09,Treatment 3
8.23,80.27,38.6,127.51,Treatment 3
9.4,82.86,38.69,138.45,Treatment 3
12.86,85.58,38.7,130.27,Treatment 3
15.51,82.96,38.74,135.6,Treatment 3
17.03,83.15,38.74,127.82,Treatment 3
18.45,81.36,38.71,123.18,Treatment 3
20.19,80.51,38.68,128.65,Treatment 3
20.77,76.85,38.64,125.9,Treatment 3
20.47,74.67,38.62,128.91,Treatment 3
19.83,76.72,38.61,131.45,Treatment 3
18.75,78,38.68,135.65,Treatment 3
17.16,81.83,38.6,134.4,Treatment 3
15.3,82.7,38.6,140.63,Treatment 3
14.12,82.85,38.72,131.95,Treatment 3
13.29,84.22,38.66,131.94,Treatment 3
14.73,85.7,38.62,129.11,Treatment 3
15.27,86.33,38.62,134.62,Treatment 3
15.45,86.84,38.63,135.74,Treatment 3
15.5,86.71,38.59,144.86,Treatment 3
15.49,86.83,38.64,120.19,Treatment 3
15.39,86.91,38.67,138.84,Treatment 3
15.29,86.6,38.65,132.12,Treatment 3
15.17,86.6,38.72,130.02,Treatment 3
15.1,86.5,38.67,128.35,Treatment 3
15.12,86.45,38.74,129.78,Treatment 3
15.48,87.69,38.73,128.8,Treatment 3
16.14,86.12,38.7,147.14,Treatment 3
16.91,82.26,38.66,138.05,Treatment 3
18.23,78.16,38.65,137.99,Treatment 3
17.58,75.52,38.63,129.3,Treatment 3
18.41,73.78,38.65,129.51,Treatment 3
17.64,71.95,38.69,141.23,Treatment 3
17.8,70.95,38.6,138.49,Treatment 3
17.66,70.26,38.62,138.92,Treatment 3
17.03,71.5,38.7,136.72,Treatment 3
16.27,73.17,38.65,130.86,Treatment 3
15.8,77.04,38.65,126.72,Treatment 3
15.72,79.78,38.61,128.91,Treatment 3
14.95,80.54,38.63,136.72,Treatment 3
14.6,81.56,38.6,135.8,Treatment 3
13.62,80.55,38.64,133.11,Treatment 3
13.71,82.28,38.65,132.9,Treatment 3
14.78,83.86,38.67,137.59,Treatment 3
14.9,84.15,38.71,133.2,Treatment 3
14.94,84.67,38.7,130.52,Treatment 3
15.17,85.86,38.7,131.15,Treatment 3
15.41,86.14,38.65,135.42,Treatment 3
15.47,86.25,38.63,143.75,Treatment 3
15.4,84.66,38.63,121.93,Treatment 3
15.7,86.04,38.65,143.33,Treatment 3
16.29,84.41,38.75,125.24,Treatment 3
16.12,81.67,38.68,123.48,Treatment 3
21.49,70.65,38.75,135.42,Treatment 3
21.81,66.72,38.67,132.49,Treatment 3
21.7,68.68,38.76,131.61,Treatment 3
21.92,65.58,38.74,130.37,Treatment 3
21.92,67.71,38.72,130.86,Treatment 3
20.76,63.11,38.69,123.44,Treatment 3
17.76,61.53,38.68,133.37,Treatment 3
15.58,65.88,38.68,132.62,Treatment 3
14.53,68.71,38.68,130.41,Treatment 3
13.47,69.73,38.69,126.06,Treatment 3
12.57,67.97,38.63,132.81,Treatment 3
11.8,70.38,38.65,144.63,Treatment 3
10.46,73.26,38.6,129.88,Treatment 3
9.64,73.99,38.63,129.56,Treatment 3
9.17,74.51,38.61,132.21,Treatment 3
8.68,74.26,38.6,125.37,Treatment 3
8.34,74.98,38.57,127.6,Treatment 3
8.59,76.27,38.63,130.23,Treatment 3
8.02,75.05,38.63,131.94,Treatment 3
7.37,74.76,38.64,130.01,Treatment 3
6.91,75.21,38.72,126.95,Treatment 3
7.54,77.39,38.75,135.3,Treatment 3
10.09,80.88,38.71,127.23,Treatment 3
13,82.48,38.71,120.77,Treatment 3
16.15,78.45,38.7,127.34,Treatment 3
17.02,71.23,38.73,175.78,Treatment 3
18.8,68.99,38.7,139.38,Treatment 3
18.96,69.85,38.67,136.72,Treatment 3
18.22,67.87,38.66,127.88,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
,,,,Treatment 3
10.64,84.44,38.63,130.72,Treatment 3
11.29,81.18,38.61,119.92,Treatment 3
11.48,80.45,38.64,128.91,Treatment 3
11.97,80.33,38.65,137.89,Treatment 3
12.12,78.94,38.75,158.36,Treatment 3
11.48,77.6,38.99,177.2,Treatment 3
12.12,78.45,39.01,183.42,Treatment 3
11.83,78.46,38.86,160.06,Treatment 3
10.98,79.17,38.7,149.72,Treatment 3
10.8,79.69,38.63,131.14,Treatment 3
10.63,80.28,38.63,129.15,Treatment 3
10.58,80.95,38.65,133.91,Treatment 3
10.79,81.12,38.66,137.31,Treatment 3
10.86,81.33,38.71,144.08,Treatment 3
11.06,81.79,38.7,145.88,Treatment 3
11.45,81.81,38.64,133.2,Treatment 3
11.21,80.43,38.6,133.65,Treatment 3
10.46,79.63,38.67,138.58,Treatment 3
10.05,80.95,38.66,128.91,Treatment 3
10.69,81.42,38.65,126.5,Treatment 3
10.92,82.51,38.61,129.1,Treatment 3
10.97,83.22,38.59,130.55,Treatment 3
10.69,83.13,38.63,127.71,Treatment 3
10.21,79.71,38.61,143.56,Treatment 3
9.25,81.87,38.59,134.49,Treatment 3
8.82,83.34,38.59,136.07,Treatment 3
8.23,82.62,38.6,130.44,Treatment 3
7.76,84.05,38.58,130.52,Treatment 3
7.65,86.28,38.5,132.7,Treatment 3
7.5,85.02,38.55,128.74,Treatment 3
7,82.4,38.56,131.59,Treatment 3
6.37,82.02,38.58,134.98,Treatment 3
5.7,81.42,38.6,128.23,Treatment 3
5.15,80.94,38.58,137.03,Treatment 3
NA,80.89,38.62,127.44,Treatment 3
5.57,81.09,38.63,128.77,Treatment 3
6.07,80.23,38.72,121.09,Treatment 3
28.79,34,36.98,129.82,Control 1
28.55,34,37.07,130.24,Control 1
28.15,33.95,37.24,128.65,Control 1
27.76,33.5,37.06,131.58,Control 1
27.39,33.54,36.92,130.03,Control 1
26.59,33.18,36.88,134,Control 1
25.01,32.77,37.13,130.08,Control 1
23.97,32.69,36.78,132.71,Control 1
23.4,32.68,37.04,130.73,Control 1
22.94,32.7,36.81,134.32,Control 1
22.57,32.72,37.14,131.45,Control 1
22.34,32.74,36.93,131.21,Control 1
22.33,33.09,37.08,128.28,Control 1
22.87,33.41,37.11,130.55,Control 1
22.26,33.57,37.06,132.64,Control 1
22.42,34.26,37.23,133.27,Control 1
23.76,36.31,37.42,124.85,Control 1
25.87,41.05,37.38,126.97,Control 1
30.92,42.97,37.44,127.39,Control 1
34.48,39.4,37.58,130.27,Control 1
37.12,38.17,37.61,129.97,Control 1
39.1,35.19,37.6,128.84,Control 1
40.12,34.55,37.57,127.82,Control 1
40.12,32.1,37.5,127.67,Control 1
39.25,32.91,37.39,125.91,Control 1
37.65,33.39,37.41,129.38,Control 1
35.55,34.2,37.35,129.94,Control 1
33,34.89,37.24,129.57,Control 1
31.52,36,37.28,130.99,Control 1
30.67,37.71,37.46,129.56,Control 1
29.84,38.18,37.25,130.17,Control 1
29.07,38.54,37.36,127.78,Control 1
28.48,39.17,37.18,127.24,Control 1
28.18,41.44,37.13,130.11,Control 1
27.98,43.62,37.02,129.14,Control 1
27.57,43.08,37.26,127.55,Control 1
27.08,42.49,37.1,127.67,Control 1
26.6,40.6,37.36,129.36,Control 1
26.22,39.75,37.36,126.75,Control 1
26.53,41.02,37.58,127.1,Control 1
27.27,44.08,37.54,126.48,Control 1
29.1,46.42,37.63,124.58,Control 1
32.22,44.05,37.74,125.89,Control 1
34.65,42.57,37.71,126.45,Control 1
37.7,38.5,37.72,127.89,Control 1
38.86,35.95,37.83,125.72,Control 1
39.17,34.42,37.74,125.96,Control 1
38.79,34.31,37.66,125.29,Control 1
38.39,32.63,37.68,124.78,Control 1
36.83,32.87,37.59,126.42,Control 1
34.82,34.24,38.33,390.77,Control 1
33.23,35.23,37.41,128.79,Control 1
32.5,36.7,37.28,126.13,Control 1
31.4,37.55,37.18,128.34,Control 1
28.85,39.79,37.28,127.57,Control 1
28.64,39.97,37.23,130.4,Control 1
28.43,40.96,37.25,128.84,Control 1
27.96,41.5,37.27,127.78,Control 1
27.83,40.53,37.31,128.22,Control 1
27.58,43.08,37.44,124.34,Control 1
26.97,42.25,37.35,125.92,Control 1
26.5,41.95,37.5,126.88,Control 1
25.91,41.63,37.34,126.66,Control 1
25.85,42.19,37.3,125.78,Control 1
26.24,43.33,37.38,125.16,Control 1
27.83,45.14,37.42,124.37,Control 1
31.37,47.1,37.44,125.14,Control 1
34.52,44.41,37.46,126.08,Control 1
35.47,42.64,37.57,125.36,Control 1
38.21,41.82,37.44,125.63,Control 1
36.85,39.12,37.55,127.56,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
36.68,54.47,37.27,124.41,Control 1
36.58,54.27,37.28,127.84,Control 1
36.4,54.54,37.21,125.48,Control 1
36.15,54.67,37.17,128.2,Control 1
36.01,55.45,37.13,129.05,Control 1
36.19,56.59,37.15,131.7,Control 1
35.11,55.25,37.06,132.41,Control 1
32.51,51.18,37,134.43,Control 1
27.94,45.94,36.9,133.27,Control 1
24.89,43.94,37.14,135.59,Control 1
23.83,44.39,36.8,137.91,Control 1
24.13,44.93,37,135.34,Control 1
24.35,45.4,36.86,136.27,Control 1
24.33,44.97,36.73,140.83,Control 1
23.04,43.97,36.83,139.51,Control 1
22.58,43.51,36.78,138.88,Control 1
22.04,42.63,36.84,135.72,Control 1
21.37,42.93,36.86,138.5,Control 1
21.37,43.01,36.99,142.92,Control 1
21.15,42.73,37.42,168.28,Control 1
21.54,43.89,37.55,167.47,Control 1
22.28,45.02,37.36,166.87,Control 1
22.51,45.66,37.04,139.05,Control 1
22.73,46.86,36.88,138.48,Control 1
22.97,47.59,37.04,138.35,Control 1
23.22,48.58,37.06,138.75,Control 1
23.52,49.36,36.99,145.34,Control 1
23.41,49.74,37.2,166.64,Control 1
23.14,49.47,37.61,208.2,Control 1
22.84,50.01,37.94,225.72,Control 1
22.66,50.01,37.99,278.67,Control 1
22.18,50,38.31,386.76,Control 1
21.62,50.03,38.1,298.22,Control 1
21.15,50.1,38.01,206.31,Control 1
21,50.57,38.11,307.19,Control 1
20.99,51.06,37.89,243.97,Control 1
20.8,51.23,37.22,175.83,Control 1
20.63,51.51,37.93,304.89,Control 1
20.3,51.5,36.89,171.52,Control 1
20.1,51.77,36.78,143.52,Control 1
20.13,52.38,36.66,142.71,Control 1
20.31,52.82,36.8,141.22,Control 1
20.44,53.01,36.84,136.58,Control 1
20.7,52.97,37.36,143.33,Control 1
20.79,53.82,37.52,160.73,Control 1
21.29,54.6,37.64,205.55,Control 1
21.93,54.69,37.35,167.69,Control 1
21.28,55.08,37.16,132.28,Control 1
21.15,55.49,37.11,199.37,Control 1
21.33,55.71,36.9,135.77,Control 1
23.25,57.13,36.94,131.95,Control 1
24.23,56.94,38.09,336.15,Control 1
25.02,59.35,36.9,137.47,Control 1
27.7,59.06,36.95,136.35,Control 1
25.02,56.23,36.93,133.28,Control 1
23.34,56.03,36.88,133.61,Control 1
22.65,54.97,37.1,135.65,Control 1
21.72,54.35,36.98,134.25,Control 1
21.11,53.55,36.69,140.71,Control 1
19.85,53.14,36.57,145.44,Control 1
20.05,54.11,36.83,140.64,Control 1
20.44,54.45,36.88,136.85,Control 1
20.45,54.85,36.75,140.26,Control 1
20.46,54.52,37.08,141.43,Control 1
20.64,55.12,36.98,132.52,Control 1
20.6,55.61,37.36,131.36,Control 1
20.17,55.55,37.56,137.51,Control 1
19.59,56.01,37.74,152.38,Control 1
20.22,57.38,37.63,158.83,Control 1
20.78,58.66,37.65,129.96,Control 1
20.88,58.91,37.63,129.03,Control 1
21.09,59.17,37.44,128.59,Control 1
21.44,59.1,37.5,130.6,Control 1
23.61,59.67,37.38,125.6,Control 1
26.48,59.88,37.48,131.53,Control 1
23.76,41.33,37.18,132.6,Control 1
24.19,41.02,37.41,126.92,Control 1
24.68,40.02,37.24,127.65,Control 1
25,38.69,37.45,130.15,Control 1
25.39,36.8,37.43,126.31,Control 1
26.25,35.06,37.38,128.09,Control 1
29.07,34.42,37.62,128.83,Control 1
30.74,36.3,37.4,130.94,Control 1
29.28,38.39,37.15,128.53,Control 1
28.63,39.46,37.23,128.76,Control 1
27.23,42.84,37.11,129.49,Control 1
24.25,41.19,37.29,128.69,Control 1
21,39.35,37.14,129.04,Control 1
19.61,39.96,37.01,129.61,Control 1
19.15,40.22,36.98,132.76,Control 1
18.62,40.36,36.97,131.62,Control 1
17.4,39.53,37.04,132.46,Control 1
16.66,39.44,36.79,132.63,Control 1
16.47,39.48,37.31,131.48,Control 1
16.4,39.81,37.21,127.12,Control 1
16.2,39.7,37.48,129.8,Control 1
16.68,40.32,37.53,129.29,Control 1
15.82,39.53,37.85,132.11,Control 1
15.31,39.59,37.58,130.17,Control 1
16.3,41.56,37.4,129.21,Control 1
17.75,43.19,37.31,129.89,Control 1
18.35,45.61,37.28,128.59,Control 1
21.87,50.07,37.28,128.86,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
19,33.66,37.2,129.2,Control 1
17.89,33.91,36.99,131.6,Control 1
17.15,34.11,37.05,133.06,Control 1
16.7,34.39,37.01,131.64,Control 1
17.3,36.22,37,132.22,Control 1
17.83,39.2,37.22,128.96,Control 1
17.82,40.83,37.5,137.75,Control 1
17.61,40.18,37.5,130.21,Control 1
17.36,40.77,37.61,129.21,Control 1
17.02,40.06,37.49,126.05,Control 1
17.13,41.73,37.43,126.15,Control 1
17.7,43.17,37.34,128.11,Control 1
19.01,44.47,37.35,127.62,Control 1
23.23,44.15,37.31,127.16,Control 1
27.11,42.76,37.45,129.67,Control 1
30.32,40.89,37.52,128.27,Control 1
32.7,39.72,37.46,127.43,Control 1
33.7,37.02,37.48,126.78,Control 1
34.08,37.38,37.26,130.07,Control 1
33.6,38.08,37.23,129.53,Control 1
31.95,38.82,37.32,127.49,Control 1
29.04,38.71,37.29,128.75,Control 1
25.61,37.5,37.42,127.98,Control 1
23.77,37.68,37.45,127.84,Control 1
22.64,37.76,37.19,128.8,Control 1
21.67,37.49,37.12,131.44,Control 1
20.37,36.93,37.11,132.52,Control 1
19.48,36.84,36.99,131.83,Control 1
19.11,36.83,36.98,129.69,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
24.09,42.77,37.51,125.45,Control 1
23.87,42.89,37.47,129.22,Control 1
24.46,45.42,37.41,129.95,Control 1
25.42,45.54,37.44,125.04,Control 1
26.14,44.88,37.44,128.1,Control 1
29.32,45.67,37.43,127.32,Control 1
32.41,44.74,37.39,126.09,Control 1
33.86,44.3,37.39,124.39,Control 1
33.71,41.31,37.23,130.2,Control 1
32.67,40.99,37.24,130.14,Control 1
30.29,39.52,37.15,128.24,Control 1
26.17,37.02,37.24,128.2,Control 1
21.39,34.67,37.09,131.28,Control 1
19.15,34.36,37.15,131.77,Control 1
18.38,34.25,37.07,132.49,Control 1
18.17,34.73,37.09,133.42,Control 1
17.65,34.13,37.2,133.38,Control 1
17.53,34.39,36.87,133.93,Control 1
16.82,33.73,37.02,132.84,Control 1
16.66,33.66,37.18,130.01,Control 1
16.18,33.12,37.49,129.33,Control 1
16.45,33.79,37.35,129.97,Control 1
16.57,33.86,37.66,129.44,Control 1
16.46,33.83,37.41,127.41,Control 1
16.77,34.51,37.57,128.46,Control 1
17.67,35.8,37.47,127.93,Control 1
18.7,37.22,37.49,131.47,Control 1
19.79,38.62,37.48,130.72,Control 1
21.84,40.6,37.36,128.89,Control 1
22.86,40.58,37.54,128.96,Control 1
21.7,39.32,37.59,129.74,Control 1
22.44,40.4,37.3,132.99,Control 1
24.7,41.6,37.21,130.22,Control 1
26.18,40.96,37.23,128.29,Control 1
25.2,39.93,37.17,130.35,Control 1
22.22,37.44,37.24,131.11,Control 1
18.05,34.62,37.06,129.66,Control 1
16.07,33.28,37.25,131.12,Control 1
15.28,32.7,37.09,133.55,Control 1
14.85,32.23,37.07,132.05,Control 1
14.4,31.89,37.07,133.57,Control 1
14,31.74,36.85,134.66,Control 1
13.67,31.68,36.88,134.23,Control 1
13.31,31.53,36.99,132.4,Control 1
13.15,31.65,37.14,133.47,Control 1
12.86,31.58,37.28,132.32,Control 1
12.49,31.43,37.23,131.5,Control 1
12.09,31.25,37.07,130.47,Control 1
11.85,31.61,37.13,133.35,Control 1
12.58,32.95,37.14,130.92,Control 1
14.33,35.85,37.07,131.59,Control 1
19.5,39.82,37.15,129.72,Control 1
23.26,36.11,37.31,130.48,Control 1
25.27,30.47,37.08,131.2,Control 1
27.12,28.38,37.03,129.62,Control 1
28.8,30.64,37.08,133,Control 1
29.99,32.98,36.98,133.71,Control 1
28.46,27.57,37.14,129.94,Control 1
26.91,29.37,36.96,130.72,Control 1
23.33,29.5,36.93,131.29,Control 1
19.06,28.83,37.27,131.81,Control 1
16.6,28.45,37.29,133.48,Control 1
15.36,28.45,37.01,132.16,Control 1
14.62,28.45,36.87,133.05,Control 1
14.28,28.35,37,132.51,Control 1
13.95,28.28,36.78,132.33,Control 1
13.66,28.32,36.89,133.5,Control 1
13.69,29.61,36.98,133.99,Control 1
13.63,29,37.43,134.3,Control 1
13.45,28.88,37.06,132.44,Control 1
13.3,28.93,36.98,130.31,Control 1
13.09,28.96,37.12,130.8,Control 1
13.1,29.33,37.03,133.32,Control 1
14.34,32.38,37.09,131.09,Control 1
16.77,40.58,37.23,129.66,Control 1
21.17,38.8,37.4,134.47,Control 1
24.92,36.65,37.53,129.9,Control 1
27.95,34.95,37.44,128.16,Control 1
29.87,33.91,37.18,129.8,Control 1
31.17,32.35,37.15,129.22,Control 1
31.71,32.05,37.27,131.56,Control 1
31.44,31.05,37.2,127.24,Control 1
29.82,30.74,37.17,129.5,Control 1
27.16,31.5,37.07,128.18,Control 1
23.58,31.03,37.23,128.69,Control 1
21.29,32.68,37.01,128.08,Control 1
20.11,32.3,37.25,128.45,Control 1
18.78,31.5,37.1,131.12,Control 1
18.43,31.51,37.1,132.61,Control 1
17.33,31.01,37.06,129.92,Control 1
17.19,32.95,36.88,132.35,Control 1
18.53,42.91,37.02,130.35,Control 1
19.52,40.97,37.34,128.44,Control 1
19.76,37.72,37.51,128.68,Control 1
19.39,36.34,37.56,126.8,Control 1
20.07,37.48,37.46,132.27,Control 1
20.74,37.66,37.59,127.83,Control 1
21.27,40.46,37.58,130.94,Control 1
21.68,44.01,37.55,133.68,Control 1
23.02,44.59,37.62,129.52,Control 1
24.06,45.12,37.5,126.1,Control 1
25.73,44.71,37.78,138.49,Control 1
26.07,43.58,37.74,145.7,Control 1
26.06,43.86,37.35,128.57,Control 1
25.51,43.31,37.28,129.2,Control 1
24.55,42.92,37.24,130.34,Control 1
24.36,42.21,37.1,131.64,Control 1
24.23,41.68,37.04,129.84,Control 1
23.69,42.17,37.12,131.13,Control 1
23.48,46.15,37.27,131.69,Control 1
23.51,46.6,37.44,134.38,Control 1
23.72,48,37.06,130.91,Control 1
23.65,49.21,37.13,131.52,Control 1
23.28,53.59,36.75,132.62,Control 1
23.43,53.67,36.99,132.65,Control 1
23.72,53.52,37.11,131.6,Control 1
23.84,52.83,37.39,129.5,Control 1
23.91,53.59,37.38,131.69,Control 1
23.96,53.97,37.49,127.96,Control 1
24,54.11,37.36,125.39,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
,,,,Control 1
16.27,47.47,NA,NA,Control 1
16.79,43.57,36.76,127.37,Control 1
15.32,48.6,37.24,127.72,Control 1
14.16,51.97,37.23,129.04,Control 1
13.51,53.61,37.25,129.94,Control 1
13.15,54.89,37.37,129.98,Control 1
12.16,55.45,37.2,130.92,Control 1
9.92,55.33,37.08,132.66,Control 1
8.3,55.32,37.1,132.76,Control 1
7.31,55.32,37.08,132.83,Control 1
6.66,55.57,37.11,132.65,Control 1
6.01,55.52,37.08,134.06,Control 1
5.73,55.74,37.01,134.32,Control 1
5.52,56.19,37.42,129.08,Control 1
5.55,56.44,37.56,127.09,Control 1
5.58,57.03,37.51,130.46,Control 1
6.6,57.54,37.58,128.54,Control 1
9.33,59.54,37.51,128.07,Control 1
13.83,60.94,37.42,128.34,Control 1
19.2,65.38,37.55,129.95,Control 1
22.82,66.49,37.53,136.19,Control 1
25.31,74.2,37.62,127.15,Control 1
25.13,75.42,37.68,128.22,Control 1
23.99,79.22,37.71,130.54,Control 1
22.05,79.59,37.72,126.85,Control 1
18.76,82.95,37.68,126.37,Control 1
14.56,79.24,37.5,125.33,Control 1
12.32,78.96,37.49,125.35,Control 1
11.29,78.51,37.35,125.68,Control 1
10.51,77.2,37.41,127,Control 1
9.85,76.93,37.48,127.38,Control 1
9.22,76.82,37.3,127.69,Control 1
8.73,76.25,37.51,127.58,Control 1
8.19,76.03,37.2,128.58,Control 1
7.59,76.07,37.35,127.89,Control 1
7.15,75.5,37.09,129.13,Control 1
6.74,74.97,37.25,127.29,Control 1
6.44,74.87,37.51,126.97,Control 1
5.85,74.64,37.73,126.97,Control 1
5.63,74.57,37.73,126.41,Control 1
6.57,74.55,37.84,127.61,Control 1
9.61,75.58,37.63,127.37,Control 1
14.07,77.51,37.74,125.86,Control 1
18.09,77.16,37.81,128.49,Control 1
20.67,76.41,37.69,127.23,Control 1
19.77,74.37,37.63,129.1,Control 1
21.6,72.8,37.67,127.69,Control 1
20.94,69.42,37.57,128.07,Control 1
18.34,67.43,37.69,126.16,Control 1
14.93,68.55,37.63,127.07,Control 1
12.88,70.33,37.56,126.52,Control 1
10.87,72.94,37.41,126.71,Control 1
10.08,73.47,37.35,126.79,Control 1
9.24,73.82,37.38,127.19,Control 1
8.37,72.64,37.39,127.33,Control 1
7.95,72.38,37.33,129.38,Control 1
7.69,73.82,37.21,129.48,Control 1
7.09,73.98,37.23,129.48,Control 1
6.53,74.1,37.26,130.14,Control 1
6.03,74.29,37.27,129.96,Control 1
5.53,74.36,37.01,130.48,Control 1
5.22,73.92,37.25,130.65,Control 1
5.06,73.86,37.32,128.5,Control 1
5.2,73.8,37.19,128.41,Control 1
6.02,73.02,37.28,133.35,Control 1
8.99,73.69,37.51,130.46,Control 1
12.11,72.42,37.56,130.35,Control 1
16.35,71.47,37.48,130.6,Control 1
18.98,72.22,37.64,129.74,Control 1
19.65,69.64,37.51,134.37,Control 1
20.83,68.89,37.51,130.56,Control 1
19.38,63.82,37.51,130.28,Control 1
19.05,63.04,37.47,129.15,Control 1
16.97,62.23,37.45,127.75,Control 1
13.67,66.68,37.54,127.22,Control 1
12.05,67.96,37.29,127.78,Control 1
11.03,68.96,37.16,128.61,Control 1
10.24,70.48,37.26,129.05,Control 1
9.74,71.2,37.21,129.12,Control 1
9.23,71.29,37.34,129.12,Control 1
8.89,71.17,37.16,128.68,Control 1
8.26,72.21,37.2,129.26,Control 1
7.8,72.93,37.11,129.48,Control 1
7.16,73.58,37.05,130.32,Control 1
6.61,73.63,37.11,130.91,Control 1
5.95,74.72,36.89,129.95,Control 1
5.37,76.35,37.15,131.47,Control 1
5.2,76.54,37.24,130.52,Control 1
6.65,77.04,37.12,130.31,Control 1
9.19,75.96,37.32,127.42,Control 1
11.91,77.09,37.26,128.08,Control 1
16.22,76.34,37.53,127.49,Control 1
18.32,64.71,37.47,129.03,Control 1
19.33,60.04,37.61,129.98,Control 1
20.03,60.53,37.58,129.71,Control 1
20.26,60.94,37.54,129.36,Control 1
19.62,66.88,37.37,127.94,Control 1
18.46,67.95,37.4,130.87,Control 1
14.53,69.2,37.2,127.04,Control 1
11.83,72.23,37.25,127.22,Control 1
10.63,73.12,37.33,127.79,Control 1
9.8,74.91,37.17,128.6,Control 1
9.27,76.35,37.17,128.31,Control 1
8.76,77.13,37.28,127.95,Control 1
8.25,78.06,37.26,128.7,Control 1
7.87,78.44,37.02,129.83,Control 1
7.59,77.89,37.14,129.33,Control 1
7.27,77.61,36.93,130.83,Control 1
6.92,77.46,37.03,129.78,Control 1
6.65,77.6,37.62,128.52,Control 1
6.46,77.24,37.66,126.26,Control 1
6.61,77.3,37.56,126.2,Control 1
8.42,78.28,37.62,128.28,Control 1
12.59,78.12,37.56,126.96,Control 1
14.72,77.09,37.57,126,Control 1
16.5,76.97,37.5,126.6,Control 1
18.39,77.58,37.58,129,Control 1
19.86,76.57,37.61,127.64,Control 1
21.04,76.93,37.55,127.68,Control 1
20.95,77.11,37.52,126.37,Control 1
20.13,76.85,37.66,126.79,Control 1
18.49,75.63,37.55,128.1,Control 1
16.28,75.29,37.46,126.86,Control 1
14.7,76.31,37.33,127.7,Control 1
13.24,76.33,37.54,126.81,Control 1
13.05,78.29,37.24,130.6,Control 1
14.29,77.81,37.15,127.92,Control 1
14.59,77.67,37.37,129.02,Control 1
14.71,77.73,37.07,131.44,Control 1
14.66,77.81,36.94,131.41,Control 1
14.6,77.83,37.19,131.87,Control 1
14.48,77.91,37.11,132.34,Control 1
14.32,77.85,37.29,130.48,Control 1
14.1,77.78,37.3,129.63,Control 1
13.96,77.83,37.54,128.1,Control 1
13.94,77.65,37.47,127.36,Control 1
14.49,77.88,37.52,129.82,Control 1
15.24,76.17,37.47,128.55,Control 1
16.61,75.73,37.45,131.81,Control 1
17.71,74.61,37.73,127.1,Control 1
17.05,73.18,37.66,138.85,Control 1
18.46,71.02,37.68,131.13,Control 1
17.3,69.87,37.64,129.14,Control 1
17.42,69.29,37.52,128.14,Control 1
17.24,68.37,37.66,125.84,Control 1
16.33,68.95,37.54,125.83,Control 1
15.51,70.82,37.36,127.26,Control 1
